255,2008,Georgia Tech,821
255,2009,Georgia Tech,821
255,2010,Georgia Tech,821
255,2011,Georgia Tech,821
255,2012,Georgia Tech,821
255,2013,Georgia Tech,821
257,2005,Georgia,911
257,2006,Georgia,911
257,2007,Georgia,911
257,2008,Georgia,911
257,2009,Georgia,911
257,2010,Georgia,911
257,2011,Georgia,911
257,2012,Georgia,911
257,2013,Georgia,911
261,2005,Grambling,916
261,2006,Grambling,916
261,2007,Grambling,916
261,2008,Grambling,916
261,2009,Grambling,916
261,2010,Grambling,916
261,2011,Grambling,916
261,2012,Grambling,916
261,2013,Grambling,916
270,2005,Hampton,876
270,2006,Hampton,876
270,2007,Hampton,876
270,2008,Hampton,876
270,2009,Hampton,876
270,2010,Hampton,876
270,2011,Hampton,876
270,2012,Hampton,876
270,2013,Hampton,876
275,2005,Harvard,865
275,2006,Harvard,865
275,2007,Harvard,865
275,2008,Harvard,865
275,2009,Harvard,865
275,2010,Harvard,865
275,2011,Harvard,865
275,2012,Harvard,865
275,2013,Harvard,865
277,2005,Hawai'i,923
277,2006,Hawai'i,923
277,2007,Hawai'i,923
277,2008,Hawai'i,923
277,2009,Hawai'i,923
277,2010,Hawai'i,923
277,2011,Hawai'i,923
277,2012,Hawai'i,5486
277,2013,Hawai'i,5486
283,2005,Hofstra,820
283,2006,Hofstra,820
283,2007,Hofstra,837
283,2008,Hofstra,837
283,2009,Hofstra,837
285,2005,Holy Cross,838
285,2006,Holy Cross,838
285,2007,Holy Cross,838
285,2008,Holy Cross,838
285,2009,Holy Cross,838
285,2010,Holy Cross,838
285,2011,Holy Cross,838
285,2012,Holy Cross,838
285,2013,Holy Cross,838
288,2005,Houston,24312
288,2006,Houston,24312
288,2007,Houston,24312
288,2008,Houston,24312
288,2009,Houston,24312
288,2010,Houston,24312
288,2011,Houston,24312
288,2012,Houston,24312
288,2013,Houston,823
290,2005,Howard,876
290,2006,Howard,876
290,2007,Howard,876
290,2008,Howard,876
290,2009,Howard,876
290,2010,Howard,876
290,2011,Howard,876
290,2012,Howard,876
290,2013,Howard,876
294,2005,Idaho State,825
294,2006,Idaho State,825
294,2007,Idaho State,825
294,2008,Idaho State,825
294,2009,Idaho State,825
294,2010,Idaho State,825
294,2011,Idaho State,825
294,2012,Idaho State,825
294,2013,Idaho State,825
295,2005,Idaho,923
295,2006,Idaho,923
295,2007,Idaho,923
295,2008,Idaho,923
295,2009,Idaho,923
295,2010,Idaho,923
295,2011,Idaho,923
295,2012,Idaho,923
295,2013,Idaho,99001
299,2005,Illinois State,853
299,2006,Illinois State,853
299,2007,Illinois State,853
299,2008,Illinois State,853
299,2009,Illinois State,853
299,2010,Illinois State,853
299,2011,Illinois State,853
299,2012,Illinois State,853
299,2013,Illinois State,853
301,2005,Illinois,827
301,2006,Illinois,827
301,2007,Illinois,827
301,2008,Illinois,827
301,2009,Illinois,827
301,2010,Illinois,827
301,2011,Illinois,827
301,2012,Illinois,827
301,2013,Illinois,827
305,2005,Indiana State,853
305,2006,Indiana State,853
305,2007,Indiana State,853
305,2008,Indiana State,853
305,2009,Indiana State,853
305,2010,Indiana State,853
305,2011,Indiana State,853
305,2012,Indiana State,853
305,2013,Indiana State,853
306,2005,Indiana,827
306,2006,Indiana,827
306,2007,Indiana,827
306,2008,Indiana,827
306,2009,Indiana,827
306,2010,Indiana,827
306,2011,Indiana,827
306,2012,Indiana,827
306,2013,Indiana,827
310,2005,Iona,871
310,2006,Iona,871
310,2007,Iona,871
310,2008,Iona,871
311,2005,Iowa State,25354
311,2006,Iowa State,25354
311,2007,Iowa State,25354
311,2008,Iowa State,25354
311,2009,Iowa State,25354
311,2010,Iowa State,25354
311,2011,Iowa State,25354
311,2012,Iowa State,25354
311,2013,Iowa State,25354
312,2005,Iowa,827
312,2006,Iowa,827
312,2007,Iowa,827
312,2008,Iowa,827
312,2009,Iowa,827
312,2010,Iowa,827
312,2011,Iowa,827
312,2012,Iowa,827
312,2013,Iowa,827
314,2005,Jackson State,916
314,2006,Jackson State,916
314,2007,Jackson State,916
314,2008,Jackson State,916
314,2009,Jackson State,916
314,2010,Jackson State,916
314,2011,Jackson State,916
314,2012,Jackson State,916
314,2013,Jackson State,916
315,2005,Jacksonville State,902
315,2006,Jacksonville State,902
315,2007,Jacksonville State,902
315,2008,Jacksonville State,902
315,2009,Jacksonville State,902
315,2010,Jacksonville State,902
315,2011,Jacksonville State,902
315,2012,Jacksonville State,902
315,2013,Jacksonville State,902
316,2005,Jacksonville,21451
316,2006,Jacksonville,21451
316,2007,Jacksonville,21451
316,2008,Jacksonville,21451
316,2009,Jacksonville,21451
316,2010,Jacksonville,21451
316,2011,Jacksonville,21451
316,2012,Jacksonville,21451
316,2013,Jacksonville,21451
317,2005,James Madison,820
317,2006,James Madison,820
317,2007,James Madison,837
317,2008,James Madison,837
317,2009,James Madison,837
317,2010,James Madison,837
317,2011,James Madison,837
317,2012,James Madison,837
317,2013,James Madison,837
327,2005,Kansas State,25354
327,2006,Kansas State,25354
327,2007,Kansas State,25354
327,2008,Kansas State,25354
327,2009,Kansas State,25354
327,2010,Kansas State,25354
327,2011,Kansas State,25354
327,2012,Kansas State,25354
327,2013,Kansas State,25354
328,2005,Kansas,25354
328,2006,Kansas,25354
328,2007,Kansas,25354
328,2008,Kansas,25354
328,2009,Kansas,25354
328,2010,Kansas,25354
328,2011,Kansas,25354
328,2012,Kansas,25354
328,2013,Kansas,25354
331,2005,Kent State,875
331,2006,Kent State,875
331,2007,Kent State,875
331,2008,Kent State,875
331,2009,Kent State,875
331,2010,Kent State,875
331,2011,Kent State,875
331,2012,Kent State,875
331,2013,Kent State,875
334,2005,Kentucky,911
334,2006,Kentucky,911
334,2007,Kentucky,911
334,2008,Kentucky,911
334,2009,Kentucky,911
334,2010,Kentucky,911
334,2011,Kentucky,911
334,2012,Kentucky,911
334,2013,Kentucky,911
340,2005,La Salle,871
340,2006,La Salle,871
340,2007,La Salle,871
340,2008,La Salle,871
342,2005,Lafayette,838
342,2006,Lafayette,838
342,2007,Lafayette,838
342,2008,Lafayette,838
342,2009,Lafayette,838
342,2010,Lafayette,838
342,2011,Lafayette,838
342,2012,Lafayette,838
342,2013,Lafayette,838
346,2010,Lamar,99005
346,2011,Lamar,914
346,2012,Lamar,914
346,2013,Lamar,914
352,2005,Lehigh,838
352,2006,Lehigh,838
352,2007,Lehigh,838
352,2008,Lehigh,838
352,2009,Lehigh,838
352,2010,Lehigh,838
352,2011,Lehigh,838
352,2012,Lehigh,838
352,2013,Lehigh,838
355,2005,Liberty,826
355,2006,Liberty,826
355,2007,Liberty,826
355,2008,Liberty,826
355,2009,Liberty,826
355,2010,Liberty,826
355,2011,Liberty,826
355,2012,Liberty,826
355,2013,Liberty,826
365,2005,LSU,911
365,2006,LSU,911
365,2007,LSU,911
365,2008,LSU,911
365,2009,LSU,911
365,2010,LSU,911
365,2011,LSU,911
365,2012,LSU,911
365,2013,LSU,911
366,2005,Louisiana Tech,923
366,2006,Louisiana Tech,923
366,2007,Louisiana Tech,923
366,2008,Louisiana Tech,923
366,2009,Louisiana Tech,923
366,2010,Louisiana Tech,923
366,2011,Louisiana Tech,923
366,2012,Louisiana Tech,923
366,2013,Louisiana Tech,24312
367,2005,Louisville,823
367,2006,Louisville,823
367,2007,Louisville,823
367,2008,Louisville,823
367,2009,Louisville,823
367,2010,Louisville,823
367,2011,Louisville,823
367,2012,Louisville,823
367,2013,Louisville,823
380,2005,Maine,820
380,2006,Maine,820
380,2007,Maine,837
380,2008,Maine,837
380,2009,Maine,837
380,2010,Maine,837
380,2011,Maine,837
380,2012,Maine,837
380,2013,Maine,837
386,2005,Marist,871
386,2006,Marist,871
386,2007,Marist,871
386,2008,Marist,871
386,2009,Marist,21451
386,2010,Marist,21451
386,2011,Marist,21451
386,2012,Marist,21451
386,2013,Marist,21451
388,2005,Marshall,24312
388,2006,Marshall,24312
388,2007,Marshall,24312
388,2008,Marshall,24312
388,2009,Marshall,24312
388,2010,Marshall,24312
388,2011,Marshall,24312
388,2012,Marshall,24312
388,2013,Marshall,24312
392,2005,Maryland,821
392,2006,Maryland,821
392,2007,Maryland,821
392,2008,Maryland,821
392,2009,Maryland,821
392,2010,Maryland,821
392,2011,Maryland,821
392,2012,Maryland,821
392,2013,Maryland,821
400,2005,Massachusetts,820
400,2006,Massachusetts,820
400,2007,Massachusetts,837
400,2008,Massachusetts,837
400,2009,Massachusetts,837
400,2010,Massachusetts,837
400,2011,Massachusetts,837
400,2012,Massachusetts,875
400,2013,Massachusetts,875
402,2005,McNeese State,914
402,2006,McNeese State,914
402,2007,McNeese State,914
402,2008,McNeese State,914
402,2009,McNeese State,914
402,2010,McNeese State,914
402,2011,McNeese State,914
402,2012,McNeese State,914
402,2013,McNeese State,914
404,2005,Memphis,24312
404,2006,Memphis,24312
404,2007,Memphis,24312
404,2008,Memphis,24312
404,2009,Memphis,24312
404,2010,Memphis,24312
404,2011,Memphis,24312
404,2012,Memphis,24312
404,2013,Memphis,823
414,2005,Miami (Ohio),875
414,2006,Miami (Ohio),875
414,2007,Miami (Ohio),875
414,2008,Miami (Ohio),875
414,2009,Miami (Ohio),875
414,2010,Miami (Ohio),875
414,2011,Miami (Ohio),875
414,2012,Miami (Ohio),875
414,2013,Miami (Ohio),875
415,2005,Miami (Florida),821
415,2006,Miami (Florida),821
415,2007,Miami (Florida),821
415,2008,Miami (Florida),821
415,2009,Miami (Florida),821
415,2010,Miami (Florida),821
415,2011,Miami (Florida),821
415,2012,Miami (Florida),821
415,2013,Miami (Florida),821
416,2005,Michigan State,827
416,2006,Michigan State,827
416,2007,Michigan State,827
416,2008,Michigan State,827
416,2009,Michigan State,827
416,2010,Michigan State,827
416,2011,Michigan State,827
416,2012,Michigan State,827
416,2013,Michigan State,827
418,2005,Michigan,827
418,2006,Michigan,827
418,2007,Michigan,827
418,2008,Michigan,827
418,2009,Michigan,827
418,2010,Michigan,827
418,2011,Michigan,827
418,2012,Michigan,827
